22.48433	113.910578
22.494063	113.939516
22.494423	113.940057
22.498771	113.895248
22.501452	113.938755
22.506225	113.945301
22.509002	114.057133
22.512119	113.937591
22.51238	113.931471
22.513896	113.934727
22.516122	114.050897
22.516794	113.928555
22.519363	113.920024
22.520271	113.919056
22.520804	113.942816
22.521439	113.930063
22.521505	113.932276
22.523183	114.059483
22.523461	114.047879
22.524293	113.949363
22.524376	113.949325
22.524485	113.949348
22.524853	113.932363
22.525774	114.055684
22.526055	113.932399
22.527525	113.933356
22.528087	114.053445
22.528654	114.053635
22.52894	114.07265
22.531045	113.925047
22.531248	114.074777
22.532385	114.037147
22.53251	114.070865
22.534015	114.067836
22.534348	114.075145
22.535841	113.92102
22.536229	114.027799
22.536425	113.948822
22.537286	114.075432
22.537432	113.926899
22.537562	113.937039
22.537617	114.120387
22.537631	113.921206
22.537866	114.026688
22.537965	114.083933
22.538329	113.924539
22.538354	113.977801
22.538407	113.924318
22.538541	114.017808
22.538913	114.065357
22.539697	113.911861
22.540448	114.066268
22.540552	114.074406
22.540824	113.922639
22.540878	114.085845
22.540942	114.073682
22.54097	114.08679
22.541287	113.974886
22.541419	114.109829
22.541455	114.091181
22.541893	114.104769
22.542164	114.085394
22.543198	114.087865
22.543915	114.058444
22.544267	114.10969
22.545463	113.92639
22.545679	114.133723
22.545845	114.107986
22.546174	113.976207
22.546207	113.923499
22.546424	114.091551
22.546566	113.919158
22.547083	113.963737
22.547093	113.978106
22.54748	113.974087
22.547653	113.977755
22.54842	114.089112
22.548557	113.940969
22.548889	113.955368
22.549107	114.128361
22.549686	114.096624
22.549708	114.126191
22.549971	114.131318
22.550191	114.045756
22.550214	114.092453
22.550248	114.092534
22.550907	114.133295
22.551065	113.906415
22.551115	114.019498
22.55123	114.093465
22.551636	114.125041
22.551842	114.131407
22.552028	114.134689
22.55234	114.004208
22.55258	114.131064
22.553168	114.08732
22.553436	114.005421
22.553907	113.974574
22.55392	114.096056
22.554156	114.08928
22.554932	113.947665
22.555127	113.908594
22.555394	114.118897
22.555692	114.146998
22.555842	114.131389
22.55693	114.13561
22.557073	114.093619
22.557264	114.054618
22.557314	114.237851
22.557327	114.136246
22.557764	114.053106
22.558162	113.953527
22.558309	114.161286
22.559031	114.133815
22.559059	114.158556
22.55917	113.964202
22.559631	114.133602
22.559829	114.142063
22.559842	114.118199
22.5606	113.914169
22.561428	113.915091
22.562082	113.962821
22.56253	114.094441
22.562913	114.105983
22.563444	114.127943
22.563546	114.138399
22.563803	114.040747
22.564083	113.899875
22.565797	114.123028
22.566204	114.178992
22.566256	113.912736
22.566277	114.057247
22.56647	114.110719
22.566656	114.048785
22.566717	113.926536
22.566805	113.926733
22.567335	114.049928
22.567391	114.181531
22.567565	114.134081
22.567707	114.119228
22.567904	114.179201
22.568124	114.045091
22.568192	113.904839
22.568373	114.102633
22.568389	113.90155
22.569903	114.144945
22.57019	114.503161
22.571019	114.063028
22.57103	114.063042
22.571079	114.06153
22.571144	113.913206
22.571192	114.040503
22.571383	113.869454
22.571959	114.061668
22.572146	113.904177
22.572337	114.121094
22.572454	113.900611
22.573093	113.960327
22.573458	114.118823
22.5738	113.9662
22.573973	114.118394
22.574637	113.894997
22.574853	114.10472
22.574867	113.920188
22.576181	114.113145
22.577792	113.966524
22.578875	113.865793
22.579349	113.930947
22.580536	113.927531
22.580654	113.920649
22.580875	113.907313
22.581488	113.877354
22.58193	113.958801
22.582286	113.889842
22.582619	113.879685
22.58338	114.132395
22.584579	114.145883
22.585088	114.125167
22.585884	113.86968
22.586047	114.118147
22.586445	113.960953
22.586528	113.948302
22.586891	113.869516
22.588207	113.906852
22.588494	113.949223
22.588816	113.971681
22.589193	113.973194
22.590912	113.938085
22.590931	113.872062
22.590953	113.957013
22.591387	114.124439
22.591455	113.85078
22.592527	113.846444
22.59321	113.997232
22.593345	113.990382
22.594962	114.131239
22.595645	113.867961
22.59598	114.122261
22.597055	114.268835
22.597208	114.138971
